message_content,arrival_time,processing_time,completion_time
Msg de hilo 40 - Time: 1771100573.9450552,2026-02-14T20:24:46.380453,0.0766,2026-02-14T20:24:46.457258
Msg de hilo 3 - Time: 1771100573.9450552,2026-02-14T20:24:46.458341,0.0111,2026-02-14T20:24:46.469628
Msg de hilo 9 - Time: 1771100573.9450552,2026-02-14T20:24:46.470402,0.5007,2026-02-14T20:24:46.971743
Msg de hilo 14 - Time: 1771100573.992369,2026-02-14T20:24:46.972992,0.5235,2026-02-14T20:24:47.497153
Msg de hilo 11 - Time: 1771100574.0703487,2026-02-14T20:24:47.498098,0.1368,2026-02-14T20:24:47.635101
Msg de hilo 7 - Time: 1771100574.0703487,2026-02-14T20:24:47.635954,1.1435,2026-02-14T20:24:48.780679
Msg de hilo 27 - Time: 1771100574.0703487,2026-02-14T20:24:48.781777,0.7127,2026-02-14T20:24:49.495355
Msg de hilo 34 - Time: 1771100574.1330209,2026-02-14T20:24:49.496542,0.1230,2026-02-14T20:24:49.619844
Msg de hilo 41 - Time: 1771100574.1793773,2026-02-14T20:24:49.621030,1.4231,2026-02-14T20:24:51.045715
Msg de hilo 2 - Time: 1771100574.1793773,2026-02-14T20:24:51.046732,0.0029,2026-02-14T20:24:51.049741
Msg de hilo 46 - Time: 1771100574.2261672,2026-02-14T20:24:51.050601,0.2193,2026-02-14T20:24:51.270254
Msg de hilo 32 - Time: 1771100574.2416358,2026-02-14T20:24:51.271211,5.0537,2026-02-14T20:24:56.328755
Msg de hilo 49 - Time: 1771100574.4119582,2026-02-14T20:24:56.329700,0.4697,2026-02-14T20:24:56.800026
Msg de hilo 35 - Time: 1771100574.5969968,2026-02-14T20:24:56.800867,0.6757,2026-02-14T20:24:57.476782
Msg de hilo 37 - Time: 1771100574.5969968,2026-02-14T20:24:57.477696,0.4679,2026-02-14T20:24:57.946228
Msg de hilo 42 - Time: 1771100574.6590638,2026-02-14T20:24:57.947215,0.7922,2026-02-14T20:24:58.740304
Msg de hilo 15 - Time: 1771100574.720412,2026-02-14T20:24:58.741169,0.3951,2026-02-14T20:24:59.136766
Msg de hilo 17 - Time: 1771100574.8276927,2026-02-14T20:24:59.137703,1.3847,2026-02-14T20:25:00.523862
Msg de hilo 16 - Time: 1771100574.7970078,2026-02-14T20:25:00.526627,0.5546,2026-02-14T20:25:01.081581
Msg de hilo 0 - Time: 1771100574.9054143,2026-02-14T20:25:01.082671,0.0180,2026-02-14T20:25:01.100889
Msg de hilo 1 - Time: 1771100575.0138338,2026-02-14T20:25:01.101643,0.2622,2026-02-14T20:25:01.364014
Msg de hilo 31 - Time: 1771100575.0610168,2026-02-14T20:25:01.364941,0.0568,2026-02-14T20:25:01.421868
Msg de hilo 5 - Time: 1771100575.0765352,2026-02-14T20:25:01.422778,0.4798,2026-02-14T20:25:01.903134
Msg de hilo 44 - Time: 1771100575.0449855,2026-02-14T20:25:01.903855,0.5483,2026-02-14T20:25:02.452788
Msg de hilo 8 - Time: 1771100575.091681,2026-02-14T20:25:02.453628,0.4506,2026-02-14T20:25:02.904776
Msg de hilo 38 - Time: 1771100575.106926,2026-02-14T20:25:02.906032,0.1754,2026-02-14T20:25:03.081742
Msg de hilo 18 - Time: 1771100575.1532845,2026-02-14T20:25:03.082661,0.5047,2026-02-14T20:25:03.587995
Msg de hilo 10 - Time: 1771100575.1686213,2026-02-14T20:25:03.589056,1.0521,2026-02-14T20:25:04.642367
Msg de hilo 23 - Time: 1771100575.1840203,2026-02-14T20:25:04.643172,0.2639,2026-02-14T20:25:04.907461
Msg de hilo 48 - Time: 1771100575.2610278,2026-02-14T20:25:04.908282,0.0638,2026-02-14T20:25:04.972211
Msg de hilo 20 - Time: 1771100575.3229642,2026-02-14T20:25:04.973330,0.2031,2026-02-14T20:25:05.176756
Msg de hilo 24 - Time: 1771100575.3381596,2026-02-14T20:25:05.177839,0.8445,2026-02-14T20:25:06.023395
Msg de hilo 47 - Time: 1771100575.3695085,2026-02-14T20:25:06.024615,0.2071,2026-02-14T20:25:06.232083
Msg de hilo 29 - Time: 1771100575.3381596,2026-02-14T20:25:06.232875,0.0609,2026-02-14T20:25:06.293924
Msg de hilo 45 - Time: 1771100575.4470572,2026-02-14T20:25:06.294845,1.1333,2026-02-14T20:25:07.428508
Msg de hilo 13 - Time: 1771100575.4780307,2026-02-14T20:25:07.429782,0.2269,2026-02-14T20:25:07.657039
Msg de hilo 21 - Time: 1771100575.4470572,2026-02-14T20:25:07.657985,0.0626,2026-02-14T20:25:07.720773
Msg de hilo 36 - Time: 1771100575.5094357,2026-02-14T20:25:07.721663,0.3199,2026-02-14T20:25:08.041713
Msg de hilo 39 - Time: 1771100575.619502,2026-02-14T20:25:08.042595,0.2151,2026-02-14T20:25:08.258013
Msg de hilo 26 - Time: 1771100575.63501,2026-02-14T20:25:08.259103,0.6514,2026-02-14T20:25:08.910199
Msg de hilo 43 - Time: 1771100575.6509647,2026-02-14T20:25:08.911010,0.1148,2026-02-14T20:25:09.026064
Msg de hilo 30 - Time: 1771100575.6664076,2026-02-14T20:25:09.027150,0.2382,2026-02-14T20:25:09.265705
Msg de hilo 3 - Time: 1771100576.302586,2026-02-14T20:25:09.266520,1.3722,2026-02-14T20:25:10.640239
Msg de hilo 27 - Time: 1771100576.3798425,2026-02-14T20:25:10.641217,0.7464,2026-02-14T20:25:11.388517
Msg de hilo 33 - Time: 1771100576.4724176,2026-02-14T20:25:11.389389,0.7338,2026-02-14T20:25:12.124057
Msg de hilo 19 - Time: 1771100576.5645745,2026-02-14T20:25:12.125088,0.0531,2026-02-14T20:25:12.178418
Msg de hilo 4 - Time: 1771100576.6111064,2026-02-14T20:25:12.179359,0.3980,2026-02-14T20:25:12.577899
Msg de hilo 49 - Time: 1771100576.6575344,2026-02-14T20:25:12.578752,0.9757,2026-02-14T20:25:13.555567
Msg de hilo 34 - Time: 1771100576.6885946,2026-02-14T20:25:13.556787,0.8417,2026-02-14T20:25:14.399473
Msg de hilo 46 - Time: 1771100576.7196019,2026-02-14T20:25:14.400745,0.2699,2026-02-14T20:25:14.671064
Msg de hilo 7 - Time: 1771100576.7971144,2026-02-14T20:25:14.676797,0.2322,2026-02-14T20:25:14.909416
Msg de hilo 22 - Time: 1771100576.906314,2026-02-14T20:25:14.910458,0.9466,2026-02-14T20:25:15.858075
Msg de hilo 11 - Time: 1771100577.0292416,2026-02-14T20:25:15.859067,0.0352,2026-02-14T20:25:15.894390
Msg de hilo 9 - Time: 1771100577.0752409,2026-02-14T20:25:15.895274,0.0274,2026-02-14T20:25:15.922881
Msg de hilo 31 - Time: 1771100577.1379435,2026-02-14T20:25:15.923826,0.1556,2026-02-14T20:25:16.079712
Msg de hilo 18 - Time: 1771100577.2153518,2026-02-14T20:25:16.080552,0.0450,2026-02-14T20:25:16.125722
Msg de hilo 42 - Time: 1771100577.2626765,2026-02-14T20:25:16.126493,0.3543,2026-02-14T20:25:16.481296
Msg de hilo 17 - Time: 1771100577.3251374,2026-02-14T20:25:16.482131,0.3656,2026-02-14T20:25:16.848257
Msg de hilo 15 - Time: 1771100577.3564959,2026-02-14T20:25:16.849222,1.2433,2026-02-14T20:25:18.093848
Msg de hilo 25 - Time: 1771100577.3872166,2026-02-14T20:25:18.094737,0.0297,2026-02-14T20:25:18.124559
Msg de hilo 37 - Time: 1771100577.403281,2026-02-14T20:25:18.125453,0.1890,2026-02-14T20:25:18.314763
Msg de hilo 35 - Time: 1771100577.433988,2026-02-14T20:25:18.315701,0.7716,2026-02-14T20:25:19.088199
Msg de hilo 14 - Time: 1771100577.4648285,2026-02-14T20:25:19.089026,0.5043,2026-02-14T20:25:19.593940
Msg de hilo 41 - Time: 1771100577.5113254,2026-02-14T20:25:19.594953,0.0572,2026-02-14T20:25:19.652363
Msg de hilo 0 - Time: 1771100577.5421028,2026-02-14T20:25:19.653222,0.2150,2026-02-14T20:25:19.868557
Msg de hilo 1 - Time: 1771100577.5731375,2026-02-14T20:25:19.869297,0.3641,2026-02-14T20:25:20.233855
Msg de hilo 12 - Time: 1771100577.588401,2026-02-14T20:25:20.234754,0.1121,2026-02-14T20:25:20.347036
Msg de hilo 28 - Time: 1771100577.6200006,2026-02-14T20:25:20.348020,1.9666,2026-02-14T20:25:22.316693
Msg de hilo 47 - Time: 1771100577.6200006,2026-02-14T20:25:22.317421,0.7359,2026-02-14T20:25:23.054173
Msg de hilo 44 - Time: 1771100577.635503,2026-02-14T20:25:23.055163,0.7150,2026-02-14T20:25:23.770948
Msg de hilo 6 - Time: 1771100577.635503,2026-02-14T20:25:23.771784,0.1028,2026-02-14T20:25:23.874848
Msg de hilo 2 - Time: 1771100577.7280338,2026-02-14T20:25:23.875609,0.0990,2026-02-14T20:25:23.974875
Msg de hilo 40 - Time: 1771100577.774715,2026-02-14T20:25:23.975607,1.1334,2026-02-14T20:25:25.110301
Msg de hilo 13 - Time: 1771100577.7902346,2026-02-14T20:25:25.111065,0.1424,2026-02-14T20:25:25.253731
Msg de hilo 5 - Time: 1771100577.8372264,2026-02-14T20:25:25.254363,0.8377,2026-02-14T20:25:26.093002
Msg de hilo 8 - Time: 1771100577.8527453,2026-02-14T20:25:26.093927,1.7280,2026-02-14T20:25:27.823724
Msg de hilo 32 - Time: 1771100577.883208,2026-02-14T20:25:27.824468,0.0001,2026-02-14T20:25:27.824721
Msg de hilo 23 - Time: 1771100577.9451187,2026-02-14T20:25:27.825257,0.4404,2026-02-14T20:25:28.266230
Msg de hilo 38 - Time: 1771100577.9766815,2026-02-14T20:25:28.267149,0.0702,2026-02-14T20:25:28.337559
Msg de hilo 21 - Time: 1771100578.0539765,2026-02-14T20:25:28.338242,1.3289,2026-02-14T20:25:29.668314
Msg de hilo 39 - Time: 1771100578.115833,2026-02-14T20:25:29.669038,1.0771,2026-02-14T20:25:30.747320
Msg de hilo 48 - Time: 1771100578.1472716,2026-02-14T20:25:30.748403,0.5580,2026-02-14T20:25:31.307098
Msg de hilo 24 - Time: 1771100578.1932068,2026-02-14T20:25:31.307898,0.2521,2026-02-14T20:25:31.560393
Msg de hilo 36 - Time: 1771100578.3339095,2026-02-14T20:25:31.561108,0.0143,2026-02-14T20:25:31.575588
Msg de hilo 29 - Time: 1771100578.3492858,2026-02-14T20:25:31.576430,0.2969,2026-02-14T20:25:31.873747
Msg de hilo 16 - Time: 1771100578.7084868,2026-02-14T20:25:31.874689,1.2311,2026-02-14T20:25:33.107113
Msg de hilo 30 - Time: 1771100578.769987,2026-02-14T20:25:33.108063,0.1525,2026-02-14T20:25:33.260784
Msg de hilo 49 - Time: 1771100578.8018465,2026-02-14T20:25:33.261644,1.3055,2026-02-14T20:25:34.567711
Msg de hilo 19 - Time: 1771100578.9571307,2026-02-14T20:25:34.568612,0.1227,2026-02-14T20:25:34.691588
Msg de hilo 3 - Time: 1771100579.0042331,2026-02-14T20:25:34.692507,0.7010,2026-02-14T20:25:35.394315
Msg de hilo 20 - Time: 1771100579.051225,2026-02-14T20:25:35.395064,0.0124,2026-02-14T20:25:35.407592
Msg de hilo 10 - Time: 1771100579.114349,2026-02-14T20:25:35.408318,0.5826,2026-02-14T20:25:35.991098
Msg de hilo 43 - Time: 1771100579.129879,2026-02-14T20:25:35.991882,0.1858,2026-02-14T20:25:36.177943
Msg de hilo 26 - Time: 1771100579.255276,2026-02-14T20:25:36.178690,0.1472,2026-02-14T20:25:36.326161
Msg de hilo 45 - Time: 1771100579.3173854,2026-02-14T20:25:36.326983,0.0704,2026-02-14T20:25:36.397602
Msg de hilo 42 - Time: 1771100579.3328433,2026-02-14T20:25:36.401780,0.0040,2026-02-14T20:25:36.405937
Msg de hilo 46 - Time: 1771100579.3797736,2026-02-14T20:25:36.406491,1.0433,2026-02-14T20:25:37.450984
Msg de hilo 34 - Time: 1771100579.4726768,2026-02-14T20:25:37.451961,2.1374,2026-02-14T20:25:39.589866
Msg de hilo 31 - Time: 1771100579.4882004,2026-02-14T20:25:39.590683,0.2419,2026-02-14T20:25:39.832727
Msg de hilo 37 - Time: 1771100579.597505,2026-02-14T20:25:39.833531,0.1485,2026-02-14T20:25:39.982236
Msg de hilo 22 - Time: 1771100579.6607475,2026-02-14T20:25:39.982987,0.7900,2026-02-14T20:25:40.773074
Msg de hilo 12 - Time: 1771100579.8475163,2026-02-14T20:25:40.773884,0.2805,2026-02-14T20:25:41.054530
Msg de hilo 0 - Time: 1771100579.8629692,2026-02-14T20:25:41.055212,0.2902,2026-02-14T20:25:41.345771
Msg de hilo 18 - Time: 1771100579.908904,2026-02-14T20:25:41.346632,0.3462,2026-02-14T20:25:41.693266
Msg de hilo 38 - Time: 1771100580.0783553,2026-02-14T20:25:41.694187,0.4145,2026-02-14T20:25:42.109167
Msg de hilo 33 - Time: 1771100580.1549313,2026-02-14T20:25:42.109952,1.0186,2026-02-14T20:25:43.129649
Msg de hilo 17 - Time: 1771100580.1549313,2026-02-14T20:25:43.130463,0.5094,2026-02-14T20:25:43.640528
Msg de hilo 35 - Time: 1771100580.1854668,2026-02-14T20:25:43.641348,0.5637,2026-02-14T20:25:44.205743
Msg de hilo 7 - Time: 1771100580.1854668,2026-02-14T20:25:44.206468,0.6229,2026-02-14T20:25:44.830139
Msg de hilo 27 - Time: 1771100580.294451,2026-02-14T20:25:44.830915,1.2917,2026-02-14T20:25:46.123966
Msg de hilo 41 - Time: 1771100580.43371,2026-02-14T20:25:46.124771,0.2355,2026-02-14T20:25:46.360621
Msg de hilo 47 - Time: 1771100580.4646518,2026-02-14T20:25:46.361450,0.2035,2026-02-14T20:25:46.565230
Msg de hilo 4 - Time: 1771100580.5112674,2026-02-14T20:25:46.566276,0.4474,2026-02-14T20:25:47.014301
Msg de hilo 28 - Time: 1771100580.5264575,2026-02-14T20:25:47.015420,0.1797,2026-02-14T20:25:47.195428
Msg de hilo 8 - Time: 1771100580.5580823,2026-02-14T20:25:47.196375,0.1556,2026-02-14T20:25:47.352208
Msg de hilo 48 - Time: 1771100580.5891469,2026-02-14T20:25:47.353064,0.2585,2026-02-14T20:25:47.611941
Msg de hilo 9 - Time: 1771100580.6051793,2026-02-14T20:25:47.612662,0.0492,2026-02-14T20:25:47.662016
Msg de hilo 24 - Time: 1771100580.6990335,2026-02-14T20:25:47.662961,0.0103,2026-02-14T20:25:47.673403
Msg de hilo 40 - Time: 1771100580.6985292,2026-02-14T20:25:47.674164,0.2231,2026-02-14T20:25:47.897606
Msg de hilo 5 - Time: 1771100580.6985292,2026-02-14T20:25:47.898742,0.4161,2026-02-14T20:25:48.315395
Msg de hilo 2 - Time: 1771100580.6985292,2026-02-14T20:25:48.316137,0.3054,2026-02-14T20:25:48.621951
Msg de hilo 6 - Time: 1771100580.962322,2026-02-14T20:25:48.622985,0.0668,2026-02-14T20:25:48.689959
Msg de hilo 11 - Time: 1771100580.9933631,2026-02-14T20:25:48.690692,0.9463,2026-02-14T20:25:49.638065
Msg de hilo 13 - Time: 1771100581.0243034,2026-02-14T20:25:49.639002,0.4770,2026-02-14T20:25:50.116538
Msg de hilo 3 - Time: 1771100581.086558,2026-02-14T20:25:50.117488,0.5668,2026-02-14T20:25:50.684958
Msg de hilo 25 - Time: 1771100581.086558,2026-02-14T20:25:50.685740,0.1340,2026-02-14T20:25:50.820015
Msg de hilo 44 - Time: 1771100581.101914,2026-02-14T20:25:50.820750,0.7921,2026-02-14T20:25:51.613736
Msg de hilo 14 - Time: 1771100581.1171014,2026-02-14T20:25:51.614796,1.0933,2026-02-14T20:25:52.709279
Msg de hilo 19 - Time: 1771100581.1323953,2026-02-14T20:25:52.710041,0.1282,2026-02-14T20:25:52.838472
Msg de hilo 15 - Time: 1771100581.1633751,2026-02-14T20:25:52.839148,0.1614,2026-02-14T20:25:53.000767
Msg de hilo 20 - Time: 1771100581.2096114,2026-02-14T20:25:53.001458,0.3874,2026-02-14T20:25:53.389371
Msg de hilo 23 - Time: 1771100581.2555466,2026-02-14T20:25:53.390102,0.2582,2026-02-14T20:25:53.648645
Msg de hilo 32 - Time: 1771100581.4863017,2026-02-14T20:25:53.649389,0.5668,2026-02-14T20:25:54.216836
Msg de hilo 1 - Time: 1771100581.5018163,2026-02-14T20:25:54.217724,0.0467,2026-02-14T20:25:54.264555
Msg de hilo 10 - Time: 1771100581.5633156,2026-02-14T20:25:54.265425,0.4593,2026-02-14T20:25:54.725302
Msg de hilo 16 - Time: 1771100581.5633156,2026-02-14T20:25:54.726094,1.5216,2026-02-14T20:25:56.249342
Msg de hilo 36 - Time: 1771100581.609649,2026-02-14T20:25:56.250244,0.3077,2026-02-14T20:25:56.558383
Msg de hilo 21 - Time: 1771100581.735002,2026-02-14T20:25:56.559123,0.3111,2026-02-14T20:25:56.870595
Msg de hilo 39 - Time: 1771100581.8125193,2026-02-14T20:25:56.871292,0.4340,2026-02-14T20:25:57.305832
Msg de hilo 29 - Time: 1771100581.8436725,2026-02-14T20:25:57.306594,0.0186,2026-02-14T20:25:57.325358
Msg de hilo 22 - Time: 1771100581.8436725,2026-02-14T20:25:57.326231,0.8436,2026-02-14T20:25:58.169979
Msg de hilo 42 - Time: 1771100581.921498,2026-02-14T20:25:58.170801,0.0443,2026-02-14T20:25:58.215304
Msg de hilo 49 - Time: 1771100582.0136821,2026-02-14T20:25:58.216042,0.1989,2026-02-14T20:25:58.415305
Msg de hilo 37 - Time: 1771100582.1379602,2026-02-14T20:25:58.416072,0.0227,2026-02-14T20:25:58.438897
Msg de hilo 31 - Time: 1771100582.37024,2026-02-14T20:25:58.439788,0.1011,2026-02-14T20:25:58.541082
Msg de hilo 12 - Time: 1771100582.4789255,2026-02-14T20:25:58.541794,0.5258,2026-02-14T20:25:59.068206
Msg de hilo 30 - Time: 1771100582.5250592,2026-02-14T20:25:59.069057,0.0079,2026-02-14T20:25:59.077122
Msg de hilo 34 - Time: 1771100582.5406144,2026-02-14T20:25:59.078007,0.6385,2026-02-14T20:25:59.717313
Msg de hilo 8 - Time: 1771100582.5870538,2026-02-14T20:25:59.718356,0.5208,2026-02-14T20:26:00.239798
Msg de hilo 46 - Time: 1771100582.6658998,2026-02-14T20:26:00.240553,0.1476,2026-02-14T20:26:00.388414
Msg de hilo 41 - Time: 1771100582.681445,2026-02-14T20:26:00.389176,0.3963,2026-02-14T20:26:00.786006
Msg de hilo 18 - Time: 1771100582.7130194,2026-02-14T20:26:00.786817,0.6141,2026-02-14T20:26:01.401659
Msg de hilo 40 - Time: 1771100582.7446232,2026-02-14T20:26:01.402860,1.6901,2026-02-14T20:26:03.094768
Msg de hilo 2 - Time: 1771100582.792047,2026-02-14T20:26:03.095447,0.4238,2026-02-14T20:26:03.519763
Msg de hilo 9 - Time: 1771100582.8074958,2026-02-14T20:26:03.520818,1.1748,2026-02-14T20:26:04.696877
Msg de hilo 0 - Time: 1771100582.9014134,2026-02-14T20:26:04.697836,0.2692,2026-02-14T20:26:04.967408
Msg de hilo 43 - Time: 1771100582.9479506,2026-02-14T20:26:04.968301,0.2595,2026-02-14T20:26:05.228167
Msg de hilo 7 - Time: 1771100583.01019,2026-02-14T20:26:05.228908,0.2491,2026-02-14T20:26:05.478396
Msg de hilo 26 - Time: 1771100583.0722992,2026-02-14T20:26:05.479042,0.8213,2026-02-14T20:26:06.300489
Msg de hilo 28 - Time: 1771100583.103675,2026-02-14T20:26:06.301484,0.6631,2026-02-14T20:26:06.965401
Msg de hilo 48 - Time: 1771100583.103675,2026-02-14T20:26:06.966195,1.0895,2026-02-14T20:26:08.056790
Msg de hilo 38 - Time: 1771100583.2127662,2026-02-14T20:26:08.057586,0.3486,2026-02-14T20:26:08.405363
Msg de hilo 45 - Time: 1771100583.3059344,2026-02-14T20:26:08.406105,0.3098,2026-02-14T20:26:08.716372
Msg de hilo 15 - Time: 1771100583.4293683,2026-02-14T20:26:08.717286,1.7809,2026-02-14T20:26:10.499675
Msg de hilo 4 - Time: 1771100583.4910505,2026-02-14T20:26:10.500587,0.0954,2026-02-14T20:26:10.596160
Msg de hilo 5 - Time: 1771100583.5065384,2026-02-14T20:26:10.597301,0.6595,2026-02-14T20:26:11.257527
Msg de hilo 47 - Time: 1771100583.676593,2026-02-14T20:26:11.258293,0.1661,2026-02-14T20:26:11.424638
Msg de hilo 33 - Time: 1771100583.7079337,2026-02-14T20:26:11.425508,0.0465,2026-02-14T20:26:11.472179
Msg de hilo 1 - Time: 1771100583.73841,2026-02-14T20:26:11.473053,0.0803,2026-02-14T20:26:11.553544
Msg de hilo 19 - Time: 1771100583.8154314,2026-02-14T20:26:11.554230,0.4902,2026-02-14T20:26:12.044640
Msg de hilo 11 - Time: 1771100583.861847,2026-02-14T20:26:12.045703,0.9174,2026-02-14T20:26:12.964134
Msg de hilo 27 - Time: 1771100583.8772025,2026-02-14T20:26:12.964996,0.2925,2026-02-14T20:26:13.257893
Msg de hilo 24 - Time: 1771100583.8925762,2026-02-14T20:26:13.258656,0.4897,2026-02-14T20:26:13.748965
Msg de hilo 22 - Time: 1771100583.907846,2026-02-14T20:26:13.749775,0.7649,2026-02-14T20:26:14.515552
Msg de hilo 6 - Time: 1771100583.9238386,2026-02-14T20:26:14.517180,0.8618,2026-02-14T20:26:15.379946
Msg de hilo 39 - Time: 1771100584.0174422,2026-02-14T20:26:15.380642,0.0222,2026-02-14T20:26:15.402990
Msg de hilo 17 - Time: 1771100584.0487344,2026-02-14T20:26:15.403704,1.0419,2026-02-14T20:26:16.446802
Msg de hilo 3 - Time: 1771100584.0640616,2026-02-14T20:26:16.447620,0.5943,2026-02-14T20:26:17.042648
Msg de hilo 35 - Time: 1771100584.095126,2026-02-14T20:26:17.043557,0.2510,2026-02-14T20:26:17.294866
Msg de hilo 32 - Time: 1771100584.2973535,2026-02-14T20:26:17.295563,0.0467,2026-02-14T20:26:17.342454
Msg de hilo 13 - Time: 1771100584.4684658,2026-02-14T20:26:17.343181,0.8454,2026-02-14T20:26:18.188919
Msg de hilo 16 - Time: 1771100584.4841988,2026-02-14T20:26:18.189891,0.1298,2026-02-14T20:26:18.319966
Msg de hilo 44 - Time: 1771100584.5779102,2026-02-14T20:26:18.320931,0.5347,2026-02-14T20:26:18.856311
